time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-28T09:44:04.070Z,38.0853,-117.986,16.3,0.8,ml,11,130.38,0.018,0.14,nn,nn00754828,2020-06-28T10:06:51.545Z,"66km W of Tonopah, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-28T09:35:25.000Z,17.9276,-66.9448,10,3.25,md,23,215,0.081,0.12,pr,pr2020180004,2020-09-05T17:35:29.040Z,"5km SW of Guanica, Puerto Rico",earthquake,0.51,0.41,0.18,22,reviewed,pr,pr
2020-06-28T09:33:34.282Z,-9.134,-108.9729,10,4.5,mb,,167,29.832,0.89,us,us7000adls,2020-09-05T17:35:29.040Z,"central East Pacific Rise",earthquake,16.4,1.9,0.097,31,reviewed,us,us
2020-06-28T09:30:33.109Z,32.7518,-103.4471,5,2.3,mb_lg,,76,0.397,0.6,us,us7000adle,2020-09-05T17:35:29.040Z,"22 km NW of Monument, New Mexico",earthquake,1.9,2,0.098,42,reviewed,us,us
2020-06-28T09:25:59.230Z,17.9898,-66.8285,13,2.86,md,23,160,0.0528,0.16,pr,pr2020180042,2020-06-29T18:13:39.180Z,"1km WSW of Indios, Puerto Rico",earthquake,0.48,0.25,0.33,12,reviewed,pr,pr
2020-06-28T09:21:06.420Z,17.945,-66.9443,9,2.43,md,19,203,0.0717,0.12,pr,pr2020180040,2020-06-29T14:41:18.403Z,"4km SW of Guanica, Puerto Rico",earthquake,0.34,0.4,0.31,9,reviewed,pr,pr
2020-06-28T09:15:09.500Z,38.1742,-117.9635,7.5,1,ml,15,104.7,0.024,0.12,nn,nn00754825,2020-06-28T09:33:51.167Z,"65km W of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-28T09:12:49.870Z,38.181,-117.8607,12.7,1.5,ml,18,90.87,0.029,0.11,nn,nn00754821,2020-06-28T09:16:31.783Z,"56km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-28T09:10:53.289Z,38.1695,-117.9683,0.8,1.5,ml,16,94.57,0.031,0.1601,nn,nn00755072,2020-06-29T16:15:09.563Z,"65km W of Tonopah, Nevada",earthquake,,0.7,0,1,reviewed,nn,nn
2020-06-28T09:10:02.201Z,67.6369,-162.7994,20.4,2.1,ml,,,,0.47,ak,ak02089u5ir9,2020-07-09T06:13:24.613Z,"10 km NE of Noatak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-28T09:09:54.350Z,19.0741666666667,-155.374333333333,33.69,3.33,ml,59,204,,0.11,hv,hv72019312,2020-09-05T17:35:29.040Z,"15km SE of Pahala, Hawaii",earthquake,0.43,0.64,0.191657787476756,39,reviewed,hv,hv
2020-06-28T09:09:36.091Z,53.7789,-166.1464,74.7,1.8,ml,,,,0.26,ak,ak02089u5dq5,2020-07-09T06:13:23.530Z,"27 km ESE of Unalaska, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2020-06-28T09:09:33.630Z,38.8533333,-122.7676667,1.14,0.33,md,12,127,0.0127,0.04,nc,nc73418286,2020-07-02T08:00:04.043Z,"5km NW of Cobb, CA",earthquake,0.32,0.45,0.058,2,reviewed,nc,nc
2020-06-28T09:09:00.480Z,19.3526666666667,-155.022666666667,6.63,0.97,md,14,233,,0.14,hv,hv72019307,2020-06-29T21:43:00.190Z,"16km SW of Leilani Estates, Hawaii",earthquake,0.95,1.41,0.145865172386335,5,reviewed,hv,hv
2020-06-28T09:04:05.773Z,61.2917,-150.1427,37.1,2.4,ml,,,,0.56,ak,ak02089u48l1,2020-09-05T17:35:29.040Z,"11 km SW of Point MacKenzie, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-28T09:01:58.337Z,38.1694,-117.8388,6.2,2,ml,18,48.3,0.027,0.1373,nn,nn00754815,2020-06-29T19:33:37.100Z,"54km WNW of Tonopah, Nevada",earthquake,,0.8,0.33,3,reviewed,nn,nn
2020-06-28T09:01:06.443Z,59.3021,-153.1507,79.9,1.7,ml,,,,0.31,ak,ak02089u3lhn,2020-07-09T06:13:20.972Z,"70 km W of Nanwalek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-28T09:00:44.590Z,17.9343,-66.9506,11,2.66,md,15,221,0.1,0.17,pr,pr2020180037,2020-06-29T10:47:33.379Z,"6km SW of Guanica, Puerto Rico",earthquake,0.47,0.54,0.15,6,reviewed,pr,pr
2020-06-28T08:57:31.450Z,19.6376,-67.6623,28,3.46,md,18,253,1.2665,0.51,pr,pr2020180022,2020-09-05T17:35:29.040Z,"79km NE of Punta Cana, Dominican Republic",earthquake,2.63,32.439,0.21,13,reviewed,pr,pr
2020-06-28T08:57:28.710Z,37.6571667,-118.8763333,2.97,0.2,md,14,146,0.02067,0.07,nc,nc73418281,2020-06-28T23:40:04.081Z,"9km ENE of Mammoth Lakes, CA",earthquake,0.51,0.44,0.11,12,reviewed,nc,nc
2020-06-28T08:55:22.081Z,63.0815,-150.3425,3.6,1.3,ml,,,,0.55,ak,ak02089ttrrz,2020-07-09T06:13:19.765Z,"68 km NNE of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-28T08:51:42.870Z,36.4373333,-117.9568333,7.9,1.59,ml,24,61,0.09948,0.17,ci,ci39271223,2020-06-29T00:39:40.842Z,"18km NNE of Olancha, CA",earthquake,0.23,0.61,0.137,20,reviewed,ci,ci
2020-06-28T08:48:30.380Z,58.306,-154.9966667,3.22,0.36,ml,7,155,0.03645,0.15,av,av70905129,2020-06-29T23:37:58.730Z,"104km NW of Larsen Bay, Alaska",earthquake,1.13,0.76,0.279,6,reviewed,av,av
2020-06-28T08:48:07.550Z,17.9401,-66.938,12,2.63,md,22,199,0.0684,0.26,pr,pr2020180038,2020-06-29T10:52:04.955Z,"4km SW of Guanica, Puerto Rico",earthquake,0.74,0.43,0.3,13,reviewed,pr,pr
2020-06-28T08:45:08.340Z,38.0508333,-118.7393333,3.98,1.54,md,17,92,0.2724,0.06,nc,nc73418276,2020-06-29T00:02:03.694Z,"30km SE of Bodie, CA",earthquake,0.36,7.05,0.206,16,reviewed,nc,nc
2020-06-28T08:43:33.213Z,-18.1452,-178.0921,596.2,4.5,mb,,75,3.691,0.68,us,us7000adkh,2020-09-05T17:35:29.040Z,"274 km E of Levuka, Fiji",earthquake,13.1,7.7,0.078,48,reviewed,us,us
2020-06-28T08:33:16.180Z,38.8095016,-122.8263321,2.15,0.61,md,12,63,0.002312,0.02,nc,nc73418271,2020-06-28T08:49:03.657Z,"7km WNW of The Geysers, CA",earthquake,0.32,0.68,0.36,2,automatic,nc,nc
2020-06-28T08:32:33.810Z,38.185,-117.9752,4.5,0.7,ml,12,101,0.034,0.03,nn,nn00754812,2020-06-28T08:53:10.432Z,"66km WNW of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-06-28T08:30:08.430Z,38.1517,-117.9142,7.1,1.6,ml,18,60.99,0.037,0.16,nn,nn00754810,2020-06-28T08:34:13.008Z,"60km W of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-28T08:27:38.130Z,38.8185,-122.7648333,2.27,1.95,md,66,34,0.01259,0.05,nc,nc73418266,2020-07-02T07:18:34.770Z,"4km W of Cobb, CA",earthquake,0.13,0.2,0.206,26,reviewed,nc,nc
2020-06-28T08:27:02.290Z,36.4586667,-117.9886667,7.17,1.93,ml,16,162,0.07611,0.29,ci,ci39271215,2020-06-28T08:30:40.501Z,"16km SSE of Lone Pine, CA",earthquake,0.64,1.57,0.14,25,automatic,ci,ci
2020-06-28T08:24:33.730Z,38.1692,-117.8602,8.7,0.8,ml,12,93.09,0.021,0.07,nn,nn00754808,2020-06-28T08:28:10.382Z,"56km WNW of Tonopah, Nevada",earthquake,,7.1,,,automatic,nn,nn
2020-06-28T08:23:40.880Z,17.9448,-66.9463,10,2.88,md,22,203,0.0736,0.12,pr,pr2020180027,2020-06-29T00:24:23.935Z,"5km SW of Guanica, Puerto Rico",earthquake,0.46,0.5,0.38,20,reviewed,pr,pr
2020-06-28T08:23:20.916Z,61.9807,-143.6477,2.3,2,ml,,,,0.41,ak,ak02089tmwsz,2020-07-09T06:13:18.486Z,"54 km SW of Nabesna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-28T08:20:10.400Z,19.1870002746582,-155.464492797852,35.8199996948242,1.88,md,45,104,,0.109999999,hv,hv72019247,2020-06-28T08:23:12.500Z,"2km SE of Pahala, Hawaii",earthquake,0.76,0.949999988,0.930000007,3,automatic,hv,hv
2020-06-28T08:19:06.232Z,32.7488,-103.4515,5,2.7,mb_lg,,76,0.395,0.27,us,us7000adjq,2020-09-05T17:35:29.040Z,"22 km NW of Monument, New Mexico",earthquake,0.8,2,0.072,79,reviewed,us,us
2020-06-28T08:15:56.572Z,38.1787,-117.7865,5.6,1.7,ml,18,48.04,0.058,0.1729,nn,nn00754805,2020-06-29T23:04:41.944Z,"50km WNW of Tonopah, Nevada",earthquake,,1.4,0.21,3,reviewed,nn,nn
2020-06-28T08:15:55.100Z,17.9325,-66.9555,11,3.08,md,23,214,0.0874,0.14,pr,pr2020180020,2020-09-05T17:35:29.040Z,"4km WSW of Guanica, Puerto Rico",earthquake,0.57,0.38,0.28,23,reviewed,pr,pr
2020-06-28T08:14:44.753Z,32.7669,-103.4575,6.77,2.6,mb_lg,,78,0.413,0.6,us,us7000adjl,2020-09-05T17:35:29.040Z,"22 km SSW of Lovington, New Mexico",earthquake,1.5,3.9,0.072,71,reviewed,us,us
2020-06-28T08:13:52.170Z,36.4448333,-117.9651667,7.83,1.7,ml,26,67,0.09286,0.18,ci,ci39271207,2020-06-29T00:35:58.970Z,"18km SSE of Lone Pine, CA",earthquake,0.22,0.63,0.163,22,reviewed,ci,ci
2020-06-28T08:13:30.820Z,17.9226,-66.927,11,2.62,md,23,216,0.071,0.15,pr,pr2020180028,2020-06-29T00:23:45.630Z,"5km SSW of Guanica, Puerto Rico",earthquake,0.62,0.51,0.33,21,reviewed,pr,pr
2020-06-28T08:11:33.260Z,38.8074989,-122.8246689,1.96,0.32,md,12,66,0.003779,0.02,nc,nc73418256,2020-06-28T10:25:04.261Z,"7km WNW of The Geysers, CA",earthquake,0.32,0.68,0.24,2,automatic,nc,nc
2020-06-28T08:10:47.890Z,38.1532,-118.0445,0,1.9,ml,10,215.29,0.026,0.17,nn,nn00754800,2020-06-28T08:15:10.786Z,"65km SE of Hawthorne, Nevada",earthquake,,5.7,,,automatic,nn,nn
2020-06-28T08:09:41.610Z,17.938,-66.9318,11,2.02,md,22,207,0.0644,0.21,pr,pr2020180026,2020-06-29T03:21:52.914Z,"4km SW of Guanica, Puerto Rico",earthquake,0.55,0.41,0.24,11,reviewed,pr,pr
2020-06-28T08:03:59.090Z,36.2055,-96.974,7.53,0.96,ml,43,58,0.09268181267,0.18,ok,ok2020mpra,2020-06-29T17:56:29.834Z,"12km NE of Stillwater, Oklahoma",earthquake,,0.4,0.22,7,reviewed,ok,ok
2020-06-28T08:01:32.520Z,17.9308,-66.934,12,2.89,md,23,212,0.0705,0.12,pr,pr2020180016,2020-09-05T17:35:28.040Z,"9km SSW of Guanica, Puerto Rico",earthquake,0.64,0.39,0.45,23,reviewed,pr,pr
2020-06-28T08:01:11.863Z,65.4471,-134.1428,11.8,1.4,ml,,,,0.68,ak,ak02089ti69f,2020-07-09T06:13:17.373Z,"224 km S of Fort McPherson, Canada",earthquake,,0.3,,,reviewed,ak,ak
2020-06-28T07:58:52.850Z,17.9238,-66.9438,13,3.21,md,26,218,0.0825,0.15,pr,pr2020180014,2020-09-05T17:35:28.040Z,"3km WSW of Guanica, Puerto Rico",earthquake,0.76,0.37,0.26,22,reviewed,pr,pr
2020-06-28T07:58:33.659Z,-6.1255,151.1463,10,4.1,mb,,152,2.172,0.37,us,us7000ahf0,2020-09-05T17:35:42.040Z,"128 km ESE of Kimbe, Papua New Guinea",earthquake,8.8,2,0.174,9,reviewed,us,us
2020-06-28T07:58:03.610Z,35.627,-117.4586667,7.22,1.92,ml,33,67,0.04051,0.17,ci,ci39271199,2020-06-29T16:37:09.184Z,"16km SSW of Searles Valley, CA",earthquake,0.23,0.53,0.122,44,reviewed,ci,ci
2020-06-28T07:56:44.090Z,17.9363,-66.926,10,3.15,md,22,200,0.0608,0.23,pr,pr2020180015,2020-09-05T17:35:28.040Z,"3km SW of Guanica, Puerto Rico",earthquake,0.42,0.47,0.33,19,reviewed,pr,pr
2020-06-28T07:51:59.620Z,17.9355,-66.9436,13,2.53,md,20,210,0.0756,0.16,pr,pr2020180024,2020-06-28T21:23:59.580Z,"5km SW of Guanica, Puerto Rico",earthquake,0.64,0.3,0.26,15,reviewed,pr,pr
2020-06-28T07:50:52.870Z,46.8528333333333,-121.7595,1.43,0.49,ml,11,73,0.02305,0.07,uw,uw61638937,2020-06-29T16:19:48.830Z,"28km NNW of Packwood, Washington",earthquake,0.27,0.51,0.103103163910854,5,reviewed,uw,uw
2020-06-28T07:45:08.001Z,62.3086,-148.8129,31.5,1.4,ml,,,,0.46,ak,ak02089t65wb,2020-07-09T06:13:16.082Z,"56 km ENE of Y, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-06-28T07:40:54.820Z,38.1147,-118.007,11.2,0.8,ml,9,128.05,0.014,0.04,nn,nn00754796,2020-06-28T07:54:49.862Z,"68km W of Tonopah, Nevada",earthquake,,7,,,automatic,nn,nn
2020-06-28T07:37:43.204Z,53.8755,-166.778,6.2,1.4,ml,,,,0.45,ak,ak02089t4j2o,2020-07-09T06:13:14.986Z,"15 km W of Dutch Harbor, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-28T07:37:26.950Z,33.5861667,-116.7996667,6.92,0.5,ml,20,67,0.03062,0.17,ci,ci39271191,2020-06-28T07:41:01.819Z,"12km WNW of Anza, CA",earthquake,0.31,1.47,0.146,12,automatic,ci,ci
2020-06-28T07:35:21.798Z,38.1597,-117.8576,7.4,2,ml,17,54.49,0.011,0.1665,nn,nn00754792,2020-06-29T17:32:52.666Z,"55km W of Tonopah, Nevada",earthquake,,0.8,0.19,2,reviewed,nn,nn
2020-06-28T07:32:53.715Z,17.6406,-46.4829,10,4.7,mb,,60,13.843,0.51,us,us7000adjg,2020-09-05T17:35:29.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.3,1.8,0.03,335,reviewed,us,us
2020-06-28T07:30:38.790Z,17.9446,-66.943,9,3.53,md,24,203,0.0707,0.11,pr,pr2020180002,2020-09-05T17:35:28.040Z,"3km WSW of Guanica, Puerto Rico",earthquake,0.44,0.57,0.2,15,reviewed,pr,pr
2020-06-28T07:30:34.488Z,17.6363,-46.4803,10,4.4,mb,,164,13.834,0.31,us,us7000ahez,2020-09-05T17:35:42.040Z,"northern Mid-Atlantic Ridge",earthquake,10.4,1.9,0.117,21,reviewed,us,us
2020-06-28T07:27:17.158Z,60.8843,-151.6473,74.7,1.2,ml,,,,0.24,ak,ak02089t2bwv,2020-07-09T06:13:13.879Z,"29 km NW of Nikiski, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2020-06-28T07:27:03.570Z,35.8598333,-120.4018333,4.73,2.26,md,42,80,0.02176,0.07,nc,nc73418246,2020-07-02T05:11:03.998Z,"5km SSE of Parkfield, CA",earthquake,0.28,0.25,0.172,20,reviewed,nc,nc
2020-06-28T07:26:43.452Z,32.7407,-103.4512,4.47,2.8,mb_lg,,75,0.387,0.43,us,us7000adi2,2020-09-05T17:35:28.040Z,"21 km NW of Monument, New Mexico",earthquake,1.1,4.4,0.058,113,reviewed,us,us
2020-06-28T07:26:16.760Z,38.838665,-122.8365021,1.95,0.57,md,10,118,0.0007964,0.01,nc,nc73418241,2020-06-28T09:35:18.937Z,"10km NW of The Geysers, CA",earthquake,0.38,0.8,,1,automatic,nc,nc
2020-06-28T07:25:42.750Z,17.9408,-66.9431,11,2.79,md,22,206,0.0725,0.13,pr,pr2020180013,2020-09-05T17:35:28.040Z,"5km SW of Guanica, Puerto Rico",earthquake,0.53,0.36,0.39,21,reviewed,pr,pr
2020-06-28T07:25:17.700Z,19.2278327941895,-155.418670654297,31.0599994659424,1.98000002,md,43,132,,0.140000001,hv,hv72019212,2020-06-28T07:28:39.220Z,"6km ENE of Pahala, Hawaii",earthquake,0.61,0.769999981,1.37,11,automatic,hv,hv
2020-06-28T07:25:06.960Z,44.365,-115.2076667,13.56,2.07,ml,11,75,0.301,0.21,mb,mb80443669,2020-07-02T15:46:50.040Z,"27 km NW of Stanley, Idaho",earthquake,0.46,1.07,0.163,10,reviewed,mb,mb
2020-06-28T07:23:39.260Z,38.1703,-117.873,9.6,1.9,ml,16,95.67,0.027,0.1,nn,nn00754786,2020-06-28T07:30:59.423Z,"57km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-28T07:23:11.920Z,38.1493,-118.0363,3.1,1.2,ml,13,100.54,0.021,0.13,nn,nn00754785,2020-06-28T07:30:51.256Z,"66km SE of Hawthorne, Nevada",earthquake,,6.5,,,automatic,nn,nn
2020-06-28T07:22:07.203Z,-18.5326,-175.6249,10,4.5,mb,,83,4.835,0.45,us,us7000adj7,2020-09-05T17:35:28.040Z,"173 km W of Neiafu, Tonga",earthquake,10.1,1.9,0.136,16,reviewed,us,us
2020-06-28T07:21:09.290Z,58.1766667,-155.3088333,0.9,-0.27,ml,5,112,0.03495,0.01,av,av70905124,2020-06-29T23:34:25.580Z,"97km SE of King Salmon, Alaska",earthquake,0.28,1.28,0.135,5,reviewed,av,av
2020-06-28T07:17:03.930Z,32.7443,-103.454,5,2.5,mb_lg,,75,0.391,0.43,us,us7000adhs,2020-09-05T17:35:28.040Z,"22 km NW of Monument, New Mexico",earthquake,1,1.9,0.092,54,reviewed,us,us
2020-06-28T07:15:17.180Z,17.9328,-66.9321,11,2.91,md,23,210,0.0677,0.18,pr,pr2020180012,2020-09-05T17:35:28.040Z,"5km SSW of Guanica, Puerto Rico",earthquake,0.62,0.47,0.45,16,reviewed,pr,pr
2020-06-28T07:13:47.390Z,17.9186,-66.9343,12,2.71,md,22,220,0.0789,0.14,pr,pr2020180017,2020-09-05T17:35:28.040Z,"3km SW of Guanica, Puerto Rico",earthquake,0.67,0.41,0.4,17,reviewed,pr,pr
2020-06-28T07:05:18.780Z,38.822834,-122.7626648,1.9,0.56,md,5,201,0.009498,0,nc,nc73418231,2020-06-28T09:16:02.828Z,"3km W of Cobb, CA",earthquake,0.86,2.15,,1,automatic,nc,nc
2020-06-28T07:03:52.630Z,17.9305,-66.9371,11,2.36,md,21,212,0.0731,0.14,pr,pr2020180006,2020-06-28T13:45:48.964Z,"5km SW of Guanica, Puerto Rico",earthquake,0.52,0.44,0.38,15,reviewed,pr,pr
2020-06-28T07:00:56.350Z,17.9275,-66.9398,12,2.48,md,20,215,0.0771,0.15,pr,pr2020180025,2020-06-28T21:30:04.555Z,"5km SW of Guanica, Puerto Rico",earthquake,0.61,0.41,0.44,15,reviewed,pr,pr
2020-06-28T07:00:37.846Z,-24.471,-179.5603,505.03,4.2,mb,,199,7.053,0.43,us,us7000ahf8,2020-09-05T17:35:42.040Z,"south of the Fiji Islands",earthquake,12.5,15.4,0.106,25,reviewed,us,us
2020-06-28T06:59:44.220Z,47.9023333,-115.343,3.45,1.73,ml,12,139,0.378,0.18,mb,mb80443664,2020-06-28T14:01:47.200Z,"33km N of Thompson Falls, Montana",earthquake,0.7,7.55,0.326,4,reviewed,mb,mb
2020-06-28T06:58:10.110Z,44.9983333333333,-122.57,7.5,1.78,ml,18,110,0.09721,0.18,uw,uw61638922,2020-06-29T16:28:00.890Z,"16km E of Silverton, Oregon",earthquake,0.33,0.47,0.177112210414349,11,reviewed,uw,uw
2020-06-28T06:57:40.930Z,33.2218333,-116.7363333,12.35,0.68,ml,39,60,0.0235,0.14,ci,ci39271167,2020-07-02T22:22:51.590Z,"3km SE of Lake Henshaw, CA",earthquake,0.15,0.45,0.103,14,reviewed,ci,ci
2020-06-28T06:56:22.510Z,69.4144,-143.3616,4.9,1.7,ml,,,,0.46,ak,ak02089sn4gv,2020-07-09T06:13:12.619Z,"80 km S of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-28T06:54:22.910Z,17.9355,-66.9386,13,2.87,md,23,209,0.0714,0.15,pr,pr2020180023,2020-09-05T17:35:28.040Z,"3km SW of Guanica, Puerto Rico",earthquake,0.72,0.35,0.34,23,reviewed,pr,pr
2020-06-28T06:49:26.650Z,64.5791,-138.698,13.1,1.7,ml,,,,0.65,ak,ak02089slmn8,2020-07-09T06:13:11.479Z,"67 km NNE of Dawson City, Canada",earthquake,,0.3,,,reviewed,ak,ak
2020-06-28T06:45:56.880Z,53.8676667,-166.7463333,8.09,0.94,ml,7,99,0.03907,0.1,av,av62188461,2020-06-29T18:03:59.830Z,"13km W of Dutch Harbor, Alaska",earthquake,0.33,0.4,0.517,8,reviewed,av,av
2020-06-28T06:45:06.460Z,17.9461,-66.9393,8,4.37,ml,22,196,0.1075,0.12,pr,pr2020180003,2020-09-05T17:35:28.040Z,"5km S of Guanica, Puerto Rico",earthquake,0.47,0.92,0,0,reviewed,pr,pr
2020-06-28T06:42:54.045Z,38.1865,-117.8865,8.4,1.5,ml,18,49.32,0.027,0.1854,nn,nn00754777,2020-06-30T03:55:01.357Z,"59km WNW of Tonopah, Nevada",earthquake,,0.9,0.26,3,reviewed,nn,nn
2020-06-28T06:42:42.600Z,17.9396,-66.9415,11,4.8,ml,31,206,0.107,0.13,pr,pr2020180001,2020-09-05T17:35:28.040Z,"3km W of Fuig, Puerto Rico",earthquake,0.56,0.46,0,0,reviewed,pr,pr
2020-06-28T06:35:10.440Z,38.1362,-118.0107,1.2,0.5,ml,10,169.28,0.04,0.1,nn,nn00754774,2020-06-28T06:41:49.659Z,"68km SE of Hawthorne, Nevada",earthquake,,6.7,,,automatic,nn,nn
2020-06-28T06:33:33.510Z,36.4638333,-117.9165,4.73,1.78,ml,30,60,0.1258,0.19,ci,ci39271159,2020-06-30T19:53:48.011Z,"19km SE of Lone Pine, CA",earthquake,0.24,1.05,0.15,24,reviewed,ci,ci
2020-06-28T06:20:36.890Z,38.15,-117.7717,10.9,1.1,ml,10,89.95,0.028,0.05,nn,nn00754770,2020-06-28T06:34:50.921Z,"48km W of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-28T06:19:17.350Z,36.4776667,-117.9705,11.11,0.82,ml,14,174,0.09611,0.13,ci,ci37286524,2020-07-02T22:14:47.397Z,"15km SE of Lone Pine, CA",earthquake,0.28,0.65,0.195,5,reviewed,ci,ci
2020-06-28T06:19:07.700Z,35.6465,-117.5476667,6.17,0.8,ml,19,78,0.09183,0.11,ci,ci39271151,2020-07-02T22:10:18.235Z,"12km ENE of Ridgecrest, CA",earthquake,0.19,0.61,0.151,7,reviewed,ci,ci
2020-06-28T06:16:10.140Z,38.167,-117.8478,6,1.1,ml,15,106.63,0.015,0.12,nn,nn00754767,2020-06-28T06:21:51.205Z,"55km WNW of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-28T06:13:46.540Z,35.0671667,-118.9553333,15.78,0.95,ml,24,85,0.1187,0.17,ci,ci39271143,2020-07-02T22:06:19.439Z,"14km N of Grapevine, CA",earthquake,0.28,0.69,0.104,10,reviewed,ci,ci
2020-06-28T06:13:26.550Z,19.2036666870117,-155.393173217773,31.0799999237061,2.13,ml,52,159,,0.109999999,hv,hv72019127,2020-09-05T17:35:28.040Z,"7km E of Pahala, Hawaii",earthquake,0.46,0.620000005,3.16,15,automatic,hv,hv
2020-06-28T06:13:03.730Z,17.934,-67.1753,4,3.13,md,23,245,0.0978,0.17,pr,pr2020180007,2020-06-28T14:07:11.314Z,"4km SSE of Pole Ojea, Puerto Rico",earthquake,0.68,0.39,0.2,18,reviewed,pr,pr
2020-06-28T06:11:42.280Z,19.207332611084,-155.393997192383,31.4799995422363,1.90999997,md,49,157,,0.159999996,hv,hv72019122,2020-06-28T06:14:54.300Z,"9km E of Pahala, Hawaii",earthquake,0.63,0.860000014,0.720000029,15,automatic,hv,hv
2020-06-28T06:10:17.710Z,35.8606667,-120.4001667,5.04,1.46,md,41,82,0.02096,0.06,nc,nc73418226,2020-07-02T06:36:02.535Z,"5km SE of Parkfield, CA",earthquake,0.19,0.27,0.211,19,reviewed,nc,nc
2020-06-28T06:10:14.771Z,59.0725,-154.2387,119.7,2.2,ml,,,,0.41,ak,ak02089sd8rg,2020-07-09T06:13:10.170Z,"51 km SE of Kokhanok, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-28T06:09:35.533Z,32.7623,-103.4601,4.84,2.7,mb_lg,,77,0.409,0.66,us,us7000adg0,2020-09-05T17:35:28.040Z,"22 km SSW of Lovington, New Mexico",earthquake,1.6,4.7,0.063,86,reviewed,us,us
2020-06-28T06:09:15.355Z,51.8906,-175.2687,71.2,2,ml,,,,0.27,ak,ak02089sd1mr,2020-07-15T23:19:53.564Z,"80 km WSW of Atka, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-06-28T06:07:42.180Z,38.1508,-117.7918,2.1,0.9,ml,13,135.55,0.017,0.06,nn,nn00754765,2020-06-28T06:16:49.969Z,"50km W of Tonopah, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-28T06:06:35.840Z,37.6508333,-118.8815,3.37,0.72,md,16,133,0.01377,0.07,nc,nc73418221,2020-06-29T18:02:02.718Z,"9km E of Mammoth Lakes, CA",earthquake,0.34,0.36,0.328,14,reviewed,nc,nc
2020-06-28T06:06:10.440Z,38.1643,-117.982,6.6,1,ml,11,123.61,0.012,0.03,nn,nn00754764,2020-06-28T06:09:49.951Z,"66km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-28T06:04:48.391Z,51.8753,-175.2437,76.09,3.4,ml,,197,0.437,0.22,us,us7000akkj,2020-09-05T17:35:45.040Z,"79 km WSW of Atka, Alaska",earthquake,4.4,9,0.115,10,reviewed,us,us
2020-06-28T05:59:40.734Z,35.6151,140.861,43.18,4.6,mb,,126,2.338,0.47,us,us7000ahf7,2020-09-05T17:35:42.040Z,"13 km S of Hasaki, Japan",earthquake,7.7,8.5,0.105,27,reviewed,us,us
2020-06-28T05:59:30.624Z,38.1734,-117.8569,5.6,1.6,ml,17,48.57,0.016,0.1754,nn,nn00754760,2020-06-29T17:08:00.625Z,"56km WNW of Tonopah, Nevada",earthquake,,0.9,0.31,2,reviewed,nn,nn
2020-06-28T05:57:01.740Z,38.177,-117.88,6.1,0.9,ml,10,111.76,0.013,0.04,nn,nn00754759,2020-06-28T06:00:09.757Z,"58km WNW of Tonopah, Nevada",earthquake,,5.7,,,automatic,nn,nn
2020-06-28T05:54:51.920Z,38.105,-118.072,2.7,1.2,ml,10,117.16,0.047,0.22,nn,nn00754757,2020-06-28T05:59:12.296Z,"67km SE of Hawthorne, Nevada",earthquake,,3.4,,,automatic,nn,nn
2020-06-28T05:54:36.251Z,24.6766,94.5933,57.96,4.4,mb,,68,0.519,0.86,us,us7000adgj,2020-09-05T17:35:28.040Z,"54 km E of Wāngjing, India",earthquake,7.4,3.3,0.099,29,reviewed,us,us
2020-06-28T05:54:07.040Z,41.7495,-112.0735,10.27,0.52,md,10,65,0.1635,0.07,uu,uu60399092,2020-06-29T16:44:13.620Z,"7km E of Garland, Utah",earthquake,0.38,2.59,0.264,8,reviewed,uu,uu
2020-06-28T05:53:25.950Z,57.0137,-153.7328,41,1.8,ml,,,,0.56,ak,ak02089s11v7,2020-07-09T06:14:18.800Z,"27 km ENE of Akhiok, Alaska",earthquake,,3,,,reviewed,ak,ak
